eval_id,rater,case_id,surface,title,description,research_gap,evidence_references,relevance,novelty,plausibility,evidence_quality,notes
EV-65083c86ff,,quantum_chemistry_x_dft,gap,,Future-work opportunity: Extending 'Advances in molecular quantum chemistry contained in the Q-Chem 4 program package' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Advances in molecular quantum chemistry contained in the Q-Chem 4 program package' to broader settings is suggested by the absence of such results in the abstract.,Advances in molecular quantum chemistry contained in the Q-Chem 4 program package,,,,,
EV-6562855f3f,,rl_x_sim_to_real,gap,,Future-work opportunity: Extending 'Sim-to-Real Transfer of Robotic Control with Dynamics Randomization' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Sim-to-Real Transfer of Robotic Control with Dynamics Randomization' to broader settings is suggested by the absence of such results in the abstract.,Sim-to-Real Transfer of Robotic Control with Dynamics Randomization,,,,,
EV-65e050512b,,single_cell_x_transfer_learning,gap,,Future-work opportunity: Extending 'Diagnostic and Statistical Manual of Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Diagnostic and Statistical Manual of Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Diagnostic and Statistical Manual of Mental Disorders,,,,,
EV-66047ef289,,quantum_chemistry_x_dft,hypothesis,,The most embedding-similar papers jointly cover the researchers' interests; combining their methods warrants empirical evaluation.,,QUANTUM ESPRESSO: a modular and open-source software project for quantum simulations of materials; Quantum Computing in the NISQ era and beyond; Self-Consistent Equations Including Exchange and Correlation Effects,,,,,
EV-661639aa94,,single_cell_x_transfer_learning,hypothesis,,Combining the methods reported in the top retrieved papers will yield gains on No source paper in the retrieved set jointly covers 'Extracellular vesicles in disease' across Single-cell genomics and Transfer learning in bioinformatics; a combined treatment is missing.,,SCANPY: large-scale single-cell gene expression data analysis; GSVA: gene set variation analysis for microarray and RNA-Seq data; limma powers differential expression analyses for RNA-sequencing and microarray studies,,,,,
EV-666f26346d,,quantum_chemistry_x_dft,gap,,Topics outside the top-ranked papers are least similar to the combined inputs for Quantum computing for chemistry and Density functional theory; such topics are not jointly evidenced.,Topics outside the top-ranked papers are least similar to the combined inputs for Quantum computing for chemistry and Density functional theory; such topics are not jointly evidenced.,QUANTUM ESPRESSO: a modular and open-source software project for quantum simulations of materials; Quantum Computing in the NISQ era and beyond; Self-Consistent Equations Including Exchange and Correlation Effects,,,,,
EV-66c385bc01,,single_cell_x_transfer_learning,gap,,"Future-work opportunity: Extending 'Dictionary learning for integrative, multimodal and scalable single-cell analysis' to broader settings is suggested by the absence of such results in the abstract.","Future-work opportunity: Extending 'Dictionary learning for integrative, multimodal and scalable single-cell analysis' to broader settings is suggested by the absence of such results in the abstract.","Dictionary learning for integrative, multimodal and scalable single-cell analysis",,,,,
EV-6895574478,,materials_discovery_x_active_learning,gap,,Future-work opportunity: Extending 'Diagnostic and Statistical Manual of Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Diagnostic and Statistical Manual of Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Diagnostic and Statistical Manual of Mental Disorders,,,,,
EV-68a88e4e41,,federated_learning_x_privacy,hypothesis,,"Applying the combined methodology suggested by 'Shared focus: cryptography and data security + privacy, security, and data protection' will yield measurable gains on the shared problem; this remains to be empirically validated.",,,,,,,
EV-6a55f4d701,,knowledge_graph_x_question_answering,intersection,Bridging illustrative x illustrative: combining Knowledge graph embeddings and Question answering over knowledge bases expertise,Both publication records touch 'illustrative x illustrative'. A joint direction could combine the methods of Knowledge graph embeddings with the methods of Question answering over knowledge bases to address the identified gap. No relevant evidence was found in the searched literature.,Future-work opportunity: Extending 'QA-GNN: Reasoning with Language Models and Knowledge Graphs for Question Answering' to broader settings is suggested by the absence of such results in the abstract.,QA-GNN: Reasoning with Language Models and Knowledge Graphs for Question Answering,,,,,
EV-6b26b66899,,clinical_nlp_x_ehr,gap,,"Possible gap: 'Biomedical Text Mining and Ontologies' appears on only one side of this pairing (Natural language processing for clinical text / Electronic health record analytics); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Biomedical Text Mining and Ontologies' appears on only one side of this pairing (Natural language processing for clinical text / Electronic health record analytics); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-6bb33cf4a6,,rl_x_sim_to_real,gap,,Future-work opportunity: Extending 'An Introduction to Deep Reinforcement Learning' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'An Introduction to Deep Reinforcement Learning' to broader settings is suggested by the absence of such results in the abstract.,An Introduction to Deep Reinforcement Learning,,,,,
EV-6ccdc1eb48,,federated_learning_x_privacy,gap,,"Possible gap: 'Privacy-Preserving Technologies in Data' appears on only one side of this pairing (Federated learning for healthcare / Differential privacy in machine learning); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Privacy-Preserving Technologies in Data' appears on only one side of this pairing (Federated learning for healthcare / Differential privacy in machine learning); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-7074445238,,quantum_chemistry_x_dft,intersection,Shared focus: advanced chemical physics studies + quantum and electron transport phenomena,Both profiles reference 'advanced chemical physics studies'. Combining Quantum computing for chemistry's methods (see profile) with Density functional theory's methods (see profile) may advance the shared problem.,,,,,,,
